pipeline_name	Listeria pipeline
cgmlst-lmo0030	lmo0030,2,100.00,810/810,DNA
cgmlst-lmo0031	lmo0031,5,100.00,1056/1056,DNA
cgmlst-lmo0033	lmo0033,5,100.00,2403/2403,DNA
cgmlst-lmo0034	lmo0034,5,100.00,1359/1359,DNA
cgmlst-lmo0035	lmo0035,2,100.00,1086/1086,DNA
cgmlst-lmo0042	lmo0042,2,100.00,660/660,DNA
cgmlst-lmo0043	lmo0043,6,100.00,1233/1233,DNA
cgmlst-lmo0044	lmo0044,1,100.00,294/294,DNA
cgmlst-lmo0046	lmo0046,1,100.00,240/240,DNA
cgmlst-lmo0047	lmo0047,2,100.00,612/612,DNA
cgmlst-lmo0048	lmo0048,2,100.00,615/615,DNA
cgmlst-lmo0049	lmo0049,2,100.00,162/162,DNA
cgmlst-lmo0052	lmo0052,3,100.00,1974/1974,DNA
cgmlst-lmo0053	lmo0053,2,100.00,447/447,DNA
cgmlst-lmo0054	lmo0054,5,100.00,1353/1353,DNA
cgmlst-lmo0055	lmo0055,5,100.00,1293/1293,DNA
cgmlst-lmo0056	lmo0056,2,100.00,294/294,DNA
cgmlst-lmo0057	lmo0057,6,100.00,3207/3207,DNA
cgmlst-lmo0059	lmo0059,2,100.00,252/252,DNA
cgmlst-lmo0060	lmo0060,3,100.00,1197/1197,DNA
cgmlst-lmo0083	lmo0083,2,100.00,369/369,DNA
cgmlst-lmo0084	lmo0084,38,100.00,984/984,DNA
cgmlst-lmo0087	lmo0087,5,100.00,2310/2310,DNA
cgmlst-lmo0088	lmo0088,2,100.00,243/243,DNA
cgmlst-lmo0089	lmo0089,4,100.00,1032/1032,DNA
cgmlst-lmo0090	lmo0090,6,100.00,1497/1497,DNA
cgmlst-lmo0091	lmo0091,2,100.00,870/870,DNA
cgmlst-lmo0092	lmo0092,4,100.00,1371/1371,DNA
cgmlst-lmo0095	lmo0095,5,100.00,633/633,DNA
cgmlst-lmo0096	lmo0096,4,100.00,966/966,DNA
cgmlst-lmo0097	lmo0097,2,100.00,807/807,DNA
cgmlst-lmo0098	lmo0098,2,100.00,912/912,DNA
cgmlst-lmo0099	lmo0099,2,100.00,390/390,DNA
cgmlst-lmo0100	lmo0100,2,100.00,351/351,DNA
cgmlst-lmo0101	lmo0101,2,100.00,294/294,DNA
cgmlst-lmo0102	lmo0102,2,100.00,291/291,DNA
cgmlst-lmo0103	lmo0103,2,100.00,633/633,DNA
cgmlst-lmo0104	lmo0104,11,100.00,372/372,DNA
cgmlst-lmo0110	lmo0110,2,100.00,1116/1116,DNA
cgmlst-lmo0111	lmo0111,2,100.00,708/708,DNA
cgmlst-lmo0112	lmo0112,2,100.00,696/696,DNA
cgmlst-lmo0113	lmo0113,2,100.00,453/453,DNA
cgmlst-lmo0114	lmo0114,2,100.00,336/336,DNA
cgmlst-lmo0115	lmo0115,2,100.00,429/429,DNA
cgmlst-lmo0116	lmo0116,2,100.00,417/417,DNA
cgmlst-lmo0128	lmo0128,2,100.00,423/423,DNA
cgmlst-lmo0130	lmo0130,2,100.00,2355/2355,DNA
cgmlst-lmo0131	lmo0131,2,100.00,750/750,DNA
cgmlst-lmo0132	lmo0132,6,100.00,1509/1509,DNA
cgmlst-lmo0133	lmo0133,2,100.00,234/234,DNA
cgmlst-lmo0134	lmo0134,2,100.00,279/279,DNA
cgmlst-lmo0135	lmo0135,2,100.00,1575/1575,DNA
cgmlst-lmo0136	lmo0136,2,100.00,951/951,DNA
cgmlst-lmo0137	lmo0137,2,100.00,894/894,DNA
cgmlst-lmo0153	lmo0153,4,100.00,942/942,DNA
cgmlst-lmo0154	lmo0154,3,100.00,705/705,DNA
cgmlst-lmo0155	lmo0155,5,100.00,807/807,DNA
cgmlst-lmo0156	lmo0156,2,100.00,681/681,DNA
cgmlst-lmo0157	lmo0157,6,100.00,2340/2340,DNA
cgmlst-lmo0158	lmo0158,2,100.00,813/813,DNA
cgmlst-lmo0161	lmo0161,2,100.00,837/837,DNA
cgmlst-lmo0162	lmo0162,5,100.00,993/993,DNA
cgmlst-lmo0163	lmo0163,3,100.00,834/834,DNA
cgmlst-lmo0164	lmo0164,2,100.00,390/390,DNA
cgmlst-lmo0165	lmo0165,2,100.00,753/753,DNA
cgmlst-lmo0166	lmo0166,7,100.00,270/270,DNA
cgmlst-lmo0167	lmo0167,6,100.00,882/882,DNA
cgmlst-lmo0168	lmo0168,2,100.00,285/285,DNA
cgmlst-lmo0169	lmo0169,3,100.00,858/858,DNA
cgmlst-lmo0170	lmo0170,5,100.00,1263/1263,DNA
cgmlst-lmo0176	lmo0176,5,100.00,861/861,DNA
cgmlst-lmo0177	lmo0177,5,100.00,1995/1995,DNA
cgmlst-lmo0185	lmo0185,4,100.00,774/774,DNA
cgmlst-lmo0186	lmo0186,5,100.00,1215/1215,DNA
cgmlst-lmo0187	lmo0187,2,100.00,576/576,DNA
cgmlst-lmo0188	lmo0188,6,100.00,888/888,DNA
cgmlst-lmo0189	lmo0189,1,100.00,258/258,DNA
cgmlst-lmo0190	lmo0190,4,100.00,882/882,DNA
cgmlst-lmo0191	lmo0191,2,100.00,738/738,DNA
cgmlst-lmo0192	lmo0192,2,100.00,819/819,DNA
cgmlst-lmo0193	lmo0193,5,100.00,678/678,DNA
cgmlst-lmo0197	lmo0197,2,100.00,309/309,DNA
cgmlst-lmo0198	lmo0198,6,100.00,1374/1374,DNA
cgmlst-lmo0199	lmo0199,2,100.00,957/957,DNA
cgmlst-lmo0202	lmo0202,6,100.00,1590/1590,DNA
cgmlst-lmo0203	lmo0203,6,100.00,1533/1533,DNA
cgmlst-lmo0205	lmo0205,5,100.00,870/870,DNA
cgmlst-lmo0207	lmo0207,2,100.00,462/462,DNA
cgmlst-lmo0208	lmo0208,2,100.00,333/333,DNA
cgmlst-lmo0211	lmo0211,2,100.00,624/624,DNA
cgmlst-lmo0212	lmo0212,2,100.00,585/585,DNA
cgmlst-lmo0213	lmo0213,4,100.00,561/561,DNA
cgmlst-lmo0215	lmo0215,6,100.00,1590/1590,DNA
cgmlst-lmo0216	lmo0216,3,100.00,279/279,DNA
cgmlst-lmo0217	lmo0217,4,100.00,387/387,DNA
cgmlst-lmo0220	lmo0220,6,100.00,2076/2076,DNA
cgmlst-lmo0221	lmo0221,2,100.00,780/780,DNA
cgmlst-lmo0222	lmo0222,2,100.00,885/885,DNA
cgmlst-lmo0223	lmo0223,2,100.00,927/927,DNA
cgmlst-lmo0225	lmo0225,3,100.00,375/375,DNA
cgmlst-lmo0226	lmo0226,2,100.00,480/480,DNA
cgmlst-lmo0227	lmo0227,3,100.00,996/996,DNA
cgmlst-lmo0228	lmo0228,4,100.00,1497/1497,DNA
cgmlst-lmo0229	lmo0229,3,100.00,459/459,DNA
cgmlst-lmo0230	lmo0230,3,100.00,519/519,DNA
cgmlst-lmo0231	lmo0231,5,100.00,1023/1023,DNA
cgmlst-lmo0232	lmo0232,5,100.00,2463/2463,DNA
cgmlst-lmo0233	lmo0233,16,100.00,1374/1374,DNA
cgmlst-lmo0235	lmo0235,5,100.00,699/699,DNA
cgmlst-lmo0236	lmo0236,4,100.00,474/474,DNA
cgmlst-lmo0250	lmo0250,2,100.00,501/501,DNA
cgmlst-lmo0251	lmo0251,2,100.00,363/363,DNA
cgmlst-lmo0256	lmo0256,2,100.00,606/606,DNA
cgmlst-lmo0258	lmo0258,5,100.00,3555/3555,DNA
cgmlst-lmo0259	lmo0259,6,100.00,3606/3606,DNA
cgmlst-lmo0260	lmo0260,4,100.00,546/546,DNA
cgmlst-lmo0266	lmo0266,6,100.00,417/417,DNA
cgmlst-lmo0268	lmo0268,2,100.00,636/636,DNA
cgmlst-lmo0270	lmo0270,18,100.00,624/624,DNA
cgmlst-lmo0271	lmo0271,6,100.00,1437/1437,DNA
cgmlst-lmo0272	lmo0272,6,100.00,813/813,DNA
cgmlst-lmo0274	lmo0274,5,100.00,663/663,DNA
cgmlst-lmo0276	lmo0276,3,100.00,822/822,DNA
cgmlst-lmo0278	lmo0278,3,100.00,1101/1101,DNA
cgmlst-lmo0280	lmo0280,2,100.00,552/552,DNA
cgmlst-lmo0281	lmo0281,2,100.00,672/672,DNA
cgmlst-lmo0282	lmo0282,3,100.00,780/780,DNA
cgmlst-lmo0283	lmo0283,3,100.00,663/663,DNA
cgmlst-lmo0284	lmo0284,6,100.00,1017/1017,DNA
cgmlst-lmo0285	lmo0285,4,100.00,822/822,DNA
cgmlst-lmo0286	lmo0286,6,100.00,1182/1182,DNA
cgmlst-lmo0287	lmo0287,2,100.00,714/714,DNA
cgmlst-lmo0288	lmo0288,6,100.00,1833/1833,DNA
cgmlst-lmo0289	lmo0289,6,100.00,1323/1323,DNA
cgmlst-lmo0290	lmo0290,5,100.00,840/840,DNA
cgmlst-lmo0291	lmo0291,2,100.00,831/831,DNA
cgmlst-lmo0292	lmo0292,5,100.00,1503/1503,DNA
cgmlst-lmo0293	lmo0293,5,100.00,480/480,DNA
cgmlst-lmo0296	lmo0296,5,100.00,639/639,DNA
cgmlst-lmo0297	lmo0297,6,100.00,1872/1872,DNA
cgmlst-lmo0299	lmo0299,6,100.00,291/291,DNA
cgmlst-lmo0300	lmo0300,6,100.00,1392/1392,DNA
cgmlst-lmo0301	lmo0301,3,100.00,342/342,DNA
cgmlst-lmo0305	lmo0305,13,100.00,1083/1083,DNA
cgmlst-lmo0314	lmo0314,6,100.00,786/786,DNA
cgmlst-lmo0316	lmo0316,5,100.00,810/810,DNA
cgmlst-lmo0317	lmo0317,3,100.00,804/804,DNA
cgmlst-lmo0318	lmo0318,6,100.00,645/645,DNA
cgmlst-lmo0321	lmo0321,5,100.00,660/660,DNA
cgmlst-lmo0343	lmo0343,2,100.00,657/657,DNA
cgmlst-lmo0345	lmo0345,2,100.00,447/447,DNA
cgmlst-lmo0346	lmo0346,2,100.00,765/765,DNA
cgmlst-lmo0347	lmo0347,2,100.00,651/651,DNA
cgmlst-lmo0348	lmo0348,2,100.00,996/996,DNA
cgmlst-lmo0349	lmo0349,2,100.00,342/342,DNA
cgmlst-lmo0350	lmo0350,2,100.00,432/432,DNA
cgmlst-lmo0351	lmo0351,2,100.00,378/378,DNA
cgmlst-lmo0352	lmo0352,2,100.00,765/765,DNA
cgmlst-lmo0353	lmo0353,13,100.00,411/411,DNA
cgmlst-lmo0354	lmo0354,6,100.00,1527/1527,DNA
cgmlst-lmo0355	lmo0355,5,100.00,1521/1521,DNA
cgmlst-lmo0356	lmo0356,6,100.00,1017/1017,DNA
cgmlst-lmo0368	lmo0368,6,100.00,510/510,DNA
cgmlst-lmo0369	lmo0369,6,100.00,720/720,DNA
cgmlst-lmo0370	lmo0370,4,100.00,336/336,DNA
cgmlst-lmo0371	lmo0371,5,100.00,714/714,DNA
cgmlst-lmo0372	lmo0372,6,100.00,1443/1443,DNA
cgmlst-lmo0374	lmo0374,2,100.00,303/303,DNA
cgmlst-lmo0375	lmo0375,3,100.00,195/195,DNA
cgmlst-lmo0383	lmo0383,6,100.00,1467/1467,DNA
cgmlst-lmo0385	lmo0385,5,100.00,978/978,DNA
cgmlst-lmo0386	lmo0386,6,100.00,1917/1917,DNA
cgmlst-lmo0387	lmo0387,2,100.00,372/372,DNA
cgmlst-lmo0388	lmo0388,2,100.00,369/369,DNA
cgmlst-lmo0389	lmo0389,4,100.00,1116/1116,DNA
cgmlst-lmo0390	lmo0390,2,100.00,666/666,DNA
cgmlst-lmo0391	lmo0391,2,100.00,300/300,DNA
cgmlst-lmo0392	lmo0392,2,100.00,945/945,DNA
cgmlst-lmo0393	lmo0393,5,100.00,450/450,DNA
cgmlst-lmo0394	lmo0394,2,100.00,684/684,DNA
cgmlst-lmo0396	lmo0396,2,100.00,801/801,DNA
cgmlst-lmo0397	lmo0397,3,100.00,483/483,DNA
cgmlst-lmo0401	lmo0401,6,100.00,2628/2628,DNA
cgmlst-lmo0402	lmo0402,6,100.00,1935/1935,DNA
cgmlst-lmo0403	lmo0403,4,100.00,417/417,DNA
cgmlst-lmo0404	lmo0404,2,100.00,399/399,DNA
cgmlst-lmo0405	lmo0405,3,100.00,1008/1008,DNA
cgmlst-lmo0406	lmo0406,4,100.00,381/381,DNA
cgmlst-lmo0407	lmo0407,2,100.00,393/393,DNA
cgmlst-lmo0408	lmo0408,2,100.00,423/423,DNA
cgmlst-lmo0413	lmo0413,2,100.00,192/192,DNA
cgmlst-lmo0416	lmo0416,2,100.00,204/204,DNA
cgmlst-lmo0418	lmo0418,3,100.00,300/300,DNA
cgmlst-lmo0424	lmo0424,6,100.00,858/858,DNA
cgmlst-lmo0429	lmo0429,36,100.00,2583/2583,DNA
cgmlst-lmo0430	lmo0430,6,100.00,876/876,DNA
cgmlst-lmo0431	lmo0431,6,100.00,570/570,DNA
cgmlst-lmo0432	lmo0432,2,100.00,747/747,DNA
cgmlst-lmo0437	lmo0437,6,100.00,846/846,DNA
cgmlst-lmo0442	lmo0442,3,100.00,315/315,DNA
cgmlst-lmo0443	lmo0443,5,100.00,930/930,DNA
cgmlst-lmo0449	lmo0449,15,100.00,726/726,DNA
cgmlst-lmo0450	lmo0450,4,100.00,666/666,DNA
cgmlst-lmo0452	lmo0452,6,100.00,2160/2160,DNA
cgmlst-lmo0453	lmo0453,6,100.00,1149/1149,DNA
cgmlst-lmo0454	lmo0454,6,100.00,948/948,DNA
cgmlst-lmo0455	lmo0455,2,100.00,1596/1596,DNA
cgmlst-lmo0456	lmo0456,4,100.00,1284/1284,DNA
cgmlst-lmo0457	lmo0457,5,100.00,1101/1101,DNA
cgmlst-lmo0458	lmo0458,6,100.00,1551/1551,DNA
cgmlst-lmo0480	lmo0480,6,100.00,561/561,DNA
cgmlst-lmo0481	lmo0481,6,100.00,1701/1701,DNA
cgmlst-lmo0482	lmo0482,6,100.00,1104/1104,DNA
cgmlst-lmo0483	lmo0483,4,100.00,480/480,DNA
cgmlst-lmo0484	lmo0484,4,100.00,366/366,DNA
cgmlst-lmo0485	lmo0485,3,100.00,576/576,DNA
cgmlst-lmo0487	lmo0487,33,100.00,729/729,DNA
cgmlst-lmo0488	lmo0488,3,100.00,894/894,DNA
cgmlst-lmo0489	lmo0489,4,100.00,1995/1995,DNA
cgmlst-lmo0490	lmo0490,6,100.00,876/876,DNA
cgmlst-lmo0491	lmo0491,6,100.00,759/759,DNA
cgmlst-lmo0494	lmo0494,2,100.00,594/594,DNA
cgmlst-lmo0509	lmo0509,2,100.00,936/936,DNA
cgmlst-lmo0510	lmo0510,3,100.00,579/579,DNA
cgmlst-lmo0512	lmo0512,4,100.00,360/360,DNA
cgmlst-lmo0513	lmo0513,3,100.00,459/459,DNA
cgmlst-lmo0515	lmo0515,2,100.00,432/432,DNA
cgmlst-lmo0516	lmo0516,4,100.00,1431/1431,DNA
cgmlst-lmo0517	lmo0517,2,100.00,816/816,DNA
cgmlst-lmo0518	lmo0518,2,100.00,369/369,DNA
cgmlst-lmo0520	lmo0520,6,100.00,1005/1005,DNA
cgmlst-lmo0521	lmo0521,6,100.00,1317/1317,DNA
cgmlst-lmo0522	lmo0522,6,100.00,753/753,DNA
cgmlst-lmo0523	lmo0523,5,100.00,444/444,DNA
cgmlst-lmo0527	lmo0527,6,100.00,1476/1476,DNA
cgmlst-lmo0528	lmo0528,6,100.00,1497/1497,DNA
cgmlst-lmo0529	lmo0529,6,100.00,1251/1251,DNA
cgmlst-lmo0530	lmo0530,6,100.00,2052/2052,DNA
cgmlst-lmo0531	lmo0531,2,100.00,855/855,DNA
cgmlst-lmo0532	lmo0532,4,100.00,831/831,DNA
cgmlst-lmo0533	lmo0533,2,100.00,270/270,DNA
cgmlst-lmo0534	lmo0534,6,100.00,1356/1356,DNA
cgmlst-lmo0535	lmo0535,4,100.00,969/969,DNA
cgmlst-lmo0536	lmo0536,5,100.00,1323/1323,DNA
cgmlst-lmo0537	lmo0537,6,100.00,1272/1272,DNA
cgmlst-lmo0538	lmo0538,8,100.00,1176/1176,DNA
cgmlst-lmo0539	lmo0539,2,100.00,1017/1017,DNA
cgmlst-lmo0540	lmo0540,5,100.00,1194/1194,DNA
cgmlst-lmo0542	lmo0542,3,100.00,351/351,DNA
cgmlst-lmo0543	lmo0543,2,100.00,987/987,DNA
cgmlst-lmo0544	lmo0544,2,100.00,522/522,DNA
cgmlst-lmo0545	lmo0545,4,100.00,381/381,DNA
cgmlst-lmo0546	lmo0546,2,100.00,1251/1251,DNA
cgmlst-lmo0547	lmo0547,3,100.00,948/948,DNA
cgmlst-lmo0553	lmo0553,2,100.00,636/636,DNA
cgmlst-lmo0554	lmo0554,6,100.00,1182/1182,DNA
cgmlst-lmo0555	lmo0555,5,100.00,1479/1479,DNA
cgmlst-lmo0556	lmo0556,6,100.00,708/708,DNA
cgmlst-lmo0558	lmo0558,6,100.00,1041/1041,DNA
cgmlst-lmo0559	lmo0559,5,100.00,906/906,DNA
cgmlst-lmo0560	lmo0560,5,100.00,1377/1377,DNA
cgmlst-lmo0563	lmo0563,2,100.00,756/756,DNA
cgmlst-lmo0564	lmo0564,5,100.00,723/723,DNA
cgmlst-lmo0565	lmo0565,5,100.00,627/627,DNA
cgmlst-lmo0566	lmo0566,2,100.00,585/585,DNA
cgmlst-lmo0567	lmo0567,2,100.00,1284/1284,DNA
cgmlst-lmo0568	lmo0568,2,100.00,642/642,DNA
cgmlst-lmo0569	lmo0569,105,100.00,1179/1179,DNA
cgmlst-lmo0570	lmo0570,3,100.00,828/828,DNA
cgmlst-lmo0571	lmo0571,3,100.00,297/297,DNA
cgmlst-lmo0572	lmo0572,2,100.00,1032/1032,DNA
cgmlst-lmo0573	lmo0573,235,100.00,1296/1296,DNA
cgmlst-lmo0574	lmo0574,6,100.00,1395/1395,DNA
cgmlst-lmo0575	lmo0575,6,100.00,729/729,DNA
cgmlst-lmo0577	lmo0577,2,100.00,459/459,DNA
cgmlst-lmo0578	lmo0578,2,100.00,753/753,DNA
cgmlst-lmo0579	lmo0579,4,100.00,210/210,DNA
cgmlst-lmo0580	lmo0580,3,100.00,657/657,DNA
cgmlst-lmo0583	lmo0583,6,100.00,2331/2331,DNA
cgmlst-lmo0584	lmo0584,4,100.00,1173/1173,DNA
cgmlst-lmo0585	lmo0585,3,100.00,714/714,DNA
cgmlst-lmo0587	lmo0587,6,100.00,2466/2466,DNA
cgmlst-lmo0589	lmo0589,2,100.00,414/414,DNA
cgmlst-lmo0590	lmo0590,6,100.00,1767/1767,DNA
cgmlst-lmo0591	lmo0591,5,100.00,771/771,DNA
cgmlst-lmo0592	lmo0592,2,100.00,543/543,DNA
cgmlst-lmo0593	lmo0593,3,100.00,801/801,DNA
cgmlst-lmo0594	lmo0594,5,100.00,1107/1107,DNA
cgmlst-lmo0595	lmo0595,6,100.00,1278/1278,DNA
cgmlst-lmo0596	lmo0596,4,100.00,528/528,DNA
cgmlst-lmo0597	lmo0597,4,100.00,702/702,DNA
cgmlst-lmo0602	lmo0602,4,100.00,501/501,DNA
cgmlst-lmo0603	lmo0603,4,100.00,387/387,DNA
cgmlst-lmo0604	lmo0604,4,100.00,345/345,DNA
cgmlst-lmo0605	lmo0605,6,100.00,1341/1341,DNA
cgmlst-lmo0608	lmo0608,5,100.00,1818/1818,DNA
cgmlst-lmo0609	lmo0609,3,100.00,300/300,DNA
cgmlst-lmo0610	lmo0610,6,100.00,1770/1770,DNA
cgmlst-lmo0611	lmo0611,3,100.00,627/627,DNA
cgmlst-lmo0612	lmo0612,33,100.00,450/450,DNA
cgmlst-lmo0613	lmo0613,4,100.00,942/942,DNA
cgmlst-lmo0615	lmo0615,2,100.00,243/243,DNA
cgmlst-lmo0616	lmo0616,4,100.00,1752/1752,DNA
cgmlst-lmo0617	lmo0617,4,100.00,495/495,DNA
cgmlst-lmo0619	lmo0619,2,100.00,456/456,DNA
cgmlst-lmo0620	lmo0620,2,100.00,393/393,DNA
cgmlst-lmo0621	lmo0621,5,100.00,741/741,DNA
cgmlst-lmo0622	lmo0622,4,100.00,279/279,DNA
cgmlst-lmo0623	lmo0623,7,100.00,279/279,DNA
cgmlst-lmo0624	lmo0624,2,100.00,444/444,DNA
cgmlst-lmo0625	lmo0625,6,100.00,702/702,DNA
cgmlst-lmo0626	lmo0626,22,100.00,1680/1680,DNA
cgmlst-lmo0628	lmo0628,2,100.00,276/276,DNA
cgmlst-lmo0635	lmo0635,5,100.00,705/705,DNA
cgmlst-lmo0636	lmo0636,4,100.00,417/417,DNA
cgmlst-lmo0637	lmo0637,5,100.00,594/594,DNA
cgmlst-lmo0639	lmo0639,2,100.00,534/534,DNA
cgmlst-lmo0640	lmo0640,6,100.00,918/918,DNA
cgmlst-lmo0641	lmo0641,5,100.00,1881/1881,DNA
cgmlst-lmo0642	lmo0642,4,100.00,729/729,DNA
cgmlst-lmo0643	lmo0643,6,100.00,651/651,DNA
cgmlst-lmo0644	lmo0644,4,100.00,1821/1821,DNA
cgmlst-lmo0646	lmo0646,6,100.00,840/840,DNA
cgmlst-lmo0647	lmo0647,2,100.00,285/285,DNA
cgmlst-lmo0648	lmo0648,2,100.00,951/951,DNA
cgmlst-lmo0649	lmo0649,2,100.00,642/642,DNA
cgmlst-lmo0650	lmo0650,6,100.00,2691/2691,DNA
cgmlst-lmo0651	lmo0651,2,100.00,648/648,DNA
cgmlst-lmo0652	lmo0652,6,100.00,537/537,DNA
cgmlst-lmo0654	lmo0654,3,100.00,210/210,DNA
cgmlst-lmo0655	lmo0655,5,100.00,708/708,DNA
cgmlst-lmo0656	lmo0656,5,100.00,564/564,DNA
cgmlst-lmo0657	lmo0657,3,100.00,417/417,DNA
cgmlst-lmo0659	lmo0659,6,100.00,897/897,DNA
cgmlst-lmo0661	lmo0661,5,100.00,309/309,DNA
cgmlst-lmo0662	lmo0662,6,100.00,816/816,DNA
cgmlst-lmo0663	lmo0663,18,100.00,867/867,DNA
cgmlst-lmo0664	lmo0664,3,100.00,564/564,DNA
cgmlst-lmo0665	lmo0665,5,100.00,264/264,DNA
cgmlst-lmo0666	lmo0666,2,100.00,378/378,DNA
cgmlst-lmo0667	lmo0667,5,100.00,936/936,DNA
cgmlst-lmo0668	lmo0668,6,100.00,771/771,DNA
cgmlst-lmo0669	lmo0669,6,100.00,882/882,DNA
cgmlst-lmo0670	lmo0670,2,100.00,177/177,DNA
cgmlst-lmo0672	lmo0672,2,100.00,429/429,DNA
cgmlst-lmo0673	lmo0673,2,100.00,210/210,DNA
cgmlst-lmo0675	lmo0675,2,100.00,315/315,DNA
cgmlst-lmo0676	lmo0676,2,100.00,768/768,DNA
cgmlst-lmo0677	lmo0677,2,100.00,273/273,DNA
cgmlst-lmo0678	lmo0678,4,100.00,762/762,DNA
cgmlst-lmo0680	lmo0680,3,100.00,2076/2076,DNA
cgmlst-lmo0681	lmo0681,2,100.00,1224/1224,DNA
cgmlst-lmo0682	lmo0682,6,100.00,780/780,DNA
cgmlst-lmo0683	lmo0683,2,100.00,789/789,DNA
cgmlst-lmo0684	lmo0684,2,100.00,336/336,DNA
cgmlst-lmo0685	lmo0685,5,100.00,852/852,DNA
cgmlst-lmo0686	lmo0686,2,100.00,828/828,DNA
cgmlst-lmo0687	lmo0687,2,100.00,501/501,DNA
cgmlst-lmo0688	lmo0688,6,100.00,1914/1914,DNA
cgmlst-lmo0689	lmo0689,2,100.00,909/909,DNA
cgmlst-lmo0690	lmo0690,2,100.00,864/864,DNA
cgmlst-lmo0691	lmo0691,2,100.00,360/360,DNA
cgmlst-lmo0692	lmo0692,5,100.00,1857/1857,DNA
cgmlst-lmo0693	lmo0693,2,100.00,300/300,DNA
cgmlst-lmo0694	lmo0694,3,100.00,411/411,DNA
cgmlst-lmo0695	lmo0695,5,100.00,1047/1047,DNA
cgmlst-lmo0696	lmo0696,3,100.00,423/423,DNA
cgmlst-lmo0697	lmo0697,5,100.00,1236/1236,DNA
cgmlst-lmo0698	lmo0698,4,100.00,237/237,DNA
cgmlst-lmo0699	lmo0699,4,100.00,993/993,DNA
cgmlst-lmo0700	lmo0700,5,100.00,1548/1548,DNA
cgmlst-lmo0701	lmo0701,6,100.00,1404/1404,DNA
cgmlst-lmo0703	lmo0703,2,100.00,465/465,DNA
cgmlst-lmo0704	lmo0704,4,100.00,429/429,DNA
cgmlst-lmo0705	lmo0705,6,100.00,1521/1521,DNA
cgmlst-lmo0706	lmo0706,6,100.00,876/876,DNA
cgmlst-lmo0707	lmo0707,6,100.00,1290/1290,DNA
cgmlst-lmo0708	lmo0708,4,100.00,387/387,DNA
cgmlst-lmo0709	lmo0709,3,100.00,282/282,DNA
cgmlst-lmo0710	lmo0710,4,100.00,402/402,DNA
cgmlst-lmo0711	lmo0711,4,100.00,411/411,DNA
cgmlst-lmo0712	lmo0712,2,100.00,297/297,DNA
cgmlst-lmo0713	lmo0713,6,100.00,1653/1653,DNA
cgmlst-lmo0714	lmo0714,5,100.00,1107/1107,DNA
cgmlst-lmo0715	lmo0715,5,100.00,693/693,DNA
cgmlst-lmo0716	lmo0716,5,100.00,1302/1302,DNA
cgmlst-lmo0717	lmo0717,5,100.00,669/669,DNA
cgmlst-lmo0718	lmo0718,4,100.00,645/645,DNA
cgmlst-lmo0719	lmo0719,2,100.00,327/327,DNA
cgmlst-lmo0720	lmo0720,2,100.00,324/324,DNA
cgmlst-lmo0721	lmo0721,3,100.00,648/648,DNA
cgmlst-lmo0722	lmo0722,5,100.00,1731/1731,DNA
cgmlst-lmo0724	lmo0724,5,100.00,729/729,DNA
cgmlst-lmo0727	lmo0727,6,100.00,1806/1806,DNA
cgmlst-lmo0729	lmo0729,4,100.00,480/480,DNA
cgmlst-lmo0732	lmo0732,6,100.00,1905/1905,DNA
cgmlst-lmo0741	lmo0741,3,100.00,378/378,DNA
cgmlst-lmo0743	lmo0743,6,100.00,705/705,DNA
cgmlst-lmo0745	lmo0745,6,100.00,504/504,DNA
cgmlst-lmo0755	lmo0755,5,100.00,822/822,DNA
cgmlst-lmo0756	lmo0756,6,100.00,906/906,DNA
cgmlst-lmo0757	lmo0757,5,100.00,981/981,DNA
cgmlst-lmo0758	lmo0758,19,100.00,891/891,DNA
cgmlst-lmo0760	lmo0760,6,100.00,609/609,DNA
cgmlst-lmo0762	lmo0762,2,100.00,1257/1257,DNA
cgmlst-lmo0763	lmo0763,5,100.00,873/873,DNA
cgmlst-lmo0764	lmo0764,5,100.00,990/990,DNA
cgmlst-lmo0772	lmo0772,2,100.00,648/648,DNA
cgmlst-lmo0773	lmo0773,4,100.00,990/990,DNA
cgmlst-lmo0774	lmo0774,5,100.00,930/930,DNA
cgmlst-lmo0775	lmo0775,1,100.00,333/333,DNA
cgmlst-lmo0776	lmo0776,5,100.00,867/867,DNA
cgmlst-lmo0777	lmo0777,3,100.00,384/384,DNA
cgmlst-lmo0779	lmo0779,4,100.00,468/468,DNA
cgmlst-lmo0781	lmo0781,5,100.00,879/879,DNA
cgmlst-lmo0782	lmo0782,5,100.00,816/816,DNA
cgmlst-lmo0787	lmo0787,3,100.00,1377/1377,DNA
cgmlst-lmo0788	lmo0788,6,100.00,4431/4431,DNA
cgmlst-lmo0790	lmo0790,6,100.00,477/477,DNA
cgmlst-lmo0791	lmo0791,5,100.00,651/651,DNA
cgmlst-lmo0793	lmo0793,6,100.00,702/702,DNA
cgmlst-lmo0794	lmo0794,5,100.00,642/642,DNA
cgmlst-lmo0799	lmo0799,2,100.00,762/762,DNA
cgmlst-lmo0800	lmo0800,88,100.00,354/354,DNA
cgmlst-lmo0802	lmo0802,3,100.00,639/639,DNA
cgmlst-lmo0804	lmo0804,9,100.00,474/474,DNA
cgmlst-lmo0807	lmo0807,6,100.00,1095/1095,DNA
cgmlst-lmo0808	lmo0808,6,100.00,810/810,DNA
cgmlst-lmo0809	lmo0809,6,100.00,807/807,DNA
